scientificNameID,nameType,scientificName,scientificNameHTML,canonicalName,canonicalNameHTML,nameElement,nomenclaturalStatus,scientificNameAuthorship,autonym,hybrid,cultivar,formula,scientific,nomInval,nomIlleg,namePublishedIn,namePublishedInID,namePublishedInYear,nameInstanceType,nameAccordingToID,nameAccordingTo,originalNameUsage,originalNameUsageID,originalNameUsageYear,typeCitation,kingdom,family,genericName,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,taxonRankSortOrder,taxonRankAbbreviation,firstHybridParentName,firstHybridParentNameID,secondHybridParentName,secondHybridParentNameID,created,modified,nomenclaturalCode,datasetName,taxonomicStatus,statusAccordingTo,license,ccAttributionIRI
https://id.biodiversity.org.au/name/apni/51249431,scientific,Adenosma spatulata Blume,"<scientific><name data-id='51249431'><scientific><name data-id='76063'><element>Adenosma</element></name></scientific> <element>spatulata</element> <authors><author data-id='6977' title='Blume, C.(K.)L. von'>Blume</author></authors></name></scientific>",Adenosma spatulata,<scientific><name data-id='51249431'><scientific><name data-id='76063'><element>Adenosma</element></name></scientific> <element>spatulata</element></name></scientific>,spatulata,,Blume,f,f,f,f,t,f,f,"Blume, C.(K.)L. von (1826), Bijdragen tot de Flora van Nederlandsch Indie 14 [757]",https://id.biodiversity.org.au/reference/apni/43404,1826,tax. nov.,https://id.biodiversity.org.au/instance/apni/51249432,"Blume, C.(K.)L. von (1826)",,,,"type: ""<i>Crescit</i>: in uliginosis Bataviae.""",Plantae,Acanthaceae,Adenosma,spatulata,,,Species,190,sp.,,,,,2018-06-25 08:25:36.107+10,2022-06-15 06:00:53.664+10,ICN,APNI,included,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/51249431
https://id.biodiversity.org.au/name/apni/51249434,scientific,Adenosma spatulatum Blume,"<scientific><name data-id='51249434'><scientific><name data-id='76063'><element>Adenosma</element></name></scientific> <element>spatulatum</element> <authors><author data-id='6977' title='Blume, C.(K.)L. von'>Blume</author></authors></name></scientific>",Adenosma spatulatum,<scientific><name data-id='51249434'><scientific><name data-id='76063'><element>Adenosma</element></name></scientific> <element>spatulatum</element></name></scientific>,spatulatum,orth. var.,Blume,f,f,f,f,t,f,f,"Blume, C.(K.)L. von (1826), Bijdragen tot de Flora van Nederlandsch Indie 14 [757]",https://id.biodiversity.org.au/reference/apni/43404,1826,primary reference,https://id.biodiversity.org.au/instance/apni/51249435,"Blume, C.(K.)L. von (1826)",,,,,Plantae,Acanthaceae,Adenosma,spatulatum,,,Species,190,sp.,,,,,2018-06-25 08:27:54.338+10,2022-06-15 06:00:55.318+10,ICN,APNI,included,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/51249434
https://id.biodiversity.org.au/name/apni/76090,scientific,Adenosma uliginosa (R.Br.) Spreng.,"<scientific><name data-id='76090'><scientific><name data-id='180427'><element>Adenosma</element></name></scientific> <element>uliginosa</element> <authors>(<base data-id='1441' title='Brown, R.'>R.Br.</base>) <author data-id='6882' title='Sprengel, C.P.J.'>Spreng.</author></authors></name></scientific>",Adenosma uliginosa,<scientific><name data-id='76090'><scientific><name data-id='180427'><element>Adenosma</element></name></scientific> <element>uliginosa</element></name></scientific>,uliginosa,,(R.Br.) Spreng.,f,f,f,f,t,f,f,"Sprengel, C.P.J. (1825), Systema Vegetabilium Edn. 17, 2 [828]",https://id.biodiversity.org.au/reference/apni/26326,1825,comb. nov.,https://id.biodiversity.org.au/instance/apni/489475,"Sprengel, C.P.J. (1825)",Ruellia uliginosa L.f.,https://id.biodiversity.org.au/instance/apni/51250446,1782,,Plantae,Acanthaceae,Adenosma,uliginosa,,,Species,190,sp.,,,,,2011-10-20 14:41:41+11,2022-06-14 07:54:11.977+10,ICN,APNI,included,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/76090
https://id.biodiversity.org.au/name/apni/231158,scientific,Adhatoda betonica (L.) Nees,"<scientific><name data-id='231158'><scientific><name data-id='76179'><element>Adhatoda</element></name></scientific> <element>betonica</element> <authors>(<base data-id='1426' title='Linnaeus, C.'>L.</base>) <author data-id='6893' title='Nees von Esenbeck, C.G.D.'>Nees</author></authors></name></scientific>",Adhatoda betonica,<scientific><name data-id='231158'><scientific><name data-id='76179'><element>Adhatoda</element></name></scientific> <element>betonica</element></name></scientific>,betonica,,(L.) Nees,f,f,f,f,t,f,f,"Nees von Esenbeck, C.G.D. in Wallich, N. (15 August 1832), Acanthaceae Indiae orientalis. Plantae Asiaticae Rariores 3(12) [102]",https://id.biodiversity.org.au/reference/apni/24481,1832,comb. nov.,https://id.biodiversity.org.au/instance/apni/685700,"Nees von Esenbeck, C.G.D. (1832-08-15)",Justicia betonica L.,https://id.biodiversity.org.au/instance/apni/589994,1753,,Plantae,Acanthaceae,Adhatoda,betonica,,,Species,190,sp.,,,,,2011-03-31 14:53:25+11,2011-03-31 14:53:28+11,ICN,APNI,included,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/231158
https://id.biodiversity.org.au/name/apni/230941,scientific,Adhatoda carthagenensis (Jacq.) Nees,"<scientific><name data-id='230941'><scientific><name data-id='76179'><element>Adhatoda</element></name></scientific> <element>carthagenensis</element> <authors>(<base data-id='7020' title='Jacquin, N.J. von'>Jacq.</base>) <author data-id='6893' title='Nees von Esenbeck, C.G.D.'>Nees</author></authors></name></scientific>",Adhatoda carthagenensis,<scientific><name data-id='230941'><scientific><name data-id='76179'><element>Adhatoda</element></name></scientific> <element>carthagenensis</element></name></scientific>,carthagenensis,,(Jacq.) Nees,f,f,f,f,t,f,f,"Nees von Esenbeck, C.G.D. in Candolle, A.L.P.P. de (ed.) (25 November 1847), Acanthaceae. Prodromus Systematis Naturalis Regni Vegetabilis 11 [403]",https://id.biodiversity.org.au/reference/apni/26656,1847,comb. nov.,https://id.biodiversity.org.au/instance/apni/683375,"Nees von Esenbeck, C.G.D. (1847-11-25)",Justicia carthagenensis Jacq.,https://id.biodiversity.org.au/instance/apni/460062,1760,,Plantae,Acanthaceae,Adhatoda,carthagenensis,,,Species,190,sp.,,,,,2011-03-21 14:40:40+11,2011-03-21 14:40:43+11,ICN,APNI,included,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/230941
https://id.biodiversity.org.au/name/apni/231161,scientific,Adhatoda sect. Betonica Nees,"<scientific><name data-id='231161'><scientific><name data-id='76179'><element>Adhatoda</element></name></scientific> <rank data-id='54404'>sect.</rank> <element>Betonica</element> <authors><author data-id='6893' title='Nees von Esenbeck, C.G.D.'>Nees</author></authors></name></scientific>",Adhatoda sect. Betonica,<scientific><name data-id='231161'><scientific><name data-id='76179'><element>Adhatoda</element></name></scientific> <rank data-id='54404'>sect.</rank> <element>Betonica</element></name></scientific>,Betonica,,Nees,f,f,f,f,t,f,f,"Nees von Esenbeck, C.G.D. in Martius, C.F.P. von (1 June 1847), Acanthaceae. Flora Brasiliensis 9 [147]",https://id.biodiversity.org.au/reference/apni/47272,1847,tax. nov.,https://id.biodiversity.org.au/instance/apni/685726,"Nees von Esenbeck, C.G.D. (1847-06-01)",,,,,Plantae,Acanthaceae,Adhatoda,,,,Sectio,140,sect.,,,,,2011-03-31 16:59:06+11,2011-03-31 16:59:06+11,ICN,APNI,included,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/231161
https://id.biodiversity.org.au/name/apni/76179,scientific,Adhatoda Mill.,"<scientific><name data-id='76179'><element>Adhatoda</element> <authors><author data-id='7037' title='Miller, P.'>Mill.</author></authors></name></scientific>",Adhatoda,<scientific><name data-id='76179'><element>Adhatoda</element></name></scientific>,Adhatoda,,Mill.,f,f,f,f,t,f,f,,https://id.biodiversity.org.au/reference/apni/36109,1754,tax. nov.,https://id.biodiversity.org.au/instance/apni/489627,"Miller, P. (1754-01-28)",,,,type: (not designated).,Plantae,Acanthaceae,Adhatoda,,,,Genus,120,gen.,,,,,2011-03-21 14:39:59+11,2011-03-21 14:39:59+11,ICN,APNI,included,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/76179
https://id.biodiversity.org.au/name/apni/89057,scientific,Andrographis paniculata (Burm.f.) Wall. ex Nees,"<scientific><name data-id='89057'><scientific><name data-id='89054'><element>Andrographis</element></name></scientific> <element>paniculata</element> <authors>(<base data-id='7113' title='Burman, N.L.'>Burm.f.</base>) <ex data-id='6975' title='Wallich, N.'>Wall.</ex> ex <author data-id='6893' title='Nees von Esenbeck, C.G.D.'>Nees</author></authors></name></scientific>",Andrographis paniculata,<scientific><name data-id='89057'><scientific><name data-id='89054'><element>Andrographis</element></name></scientific> <element>paniculata</element></name></scientific>,paniculata,,(Burm.f.) Wall. ex Nees,f,f,f,f,t,f,f,"Nees von Esenbeck, C.G.D. in Wallich, N. (15 August 1832), Acanthaceae Indiae orientalis. Plantae Asiaticae Rariores 3(12) [116]",https://id.biodiversity.org.au/reference/apni/24481,1832,comb. nov.,https://id.biodiversity.org.au/instance/apni/509961,"Nees von Esenbeck, C.G.D. (1832-08-15)",Justicia paniculata Burm.f.,https://id.biodiversity.org.au/instance/apni/620075,1768,,Plantae,Acanthaceae,Andrographis,paniculata,,,Species,190,sp.,,,,,2008-02-15 16:17:30+11,2008-02-15 16:17:30+11,ICN,APNI,accepted,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/89057
https://id.biodiversity.org.au/name/apni/89054,scientific,Andrographis Wall. ex Nees,"<scientific><name data-id='89054'><element>Andrographis</element> <authors><ex data-id='6975' title='Wallich, N.'>Wall.</ex> ex <author data-id='6893' title='Nees von Esenbeck, C.G.D.'>Nees</author></authors></name></scientific>",Andrographis,<scientific><name data-id='89054'><element>Andrographis</element></name></scientific>,Andrographis,,Wall. ex Nees,f,f,f,f,t,f,f,"Nees von Esenbeck, C.G.D. in Wallich, N. (15 August 1832), Acanthaceae Indiae orientalis. Plantae Asiaticae Rariores 3(12) [77, 116]",https://id.biodiversity.org.au/reference/apni/24481,1832,tax. nov.,https://id.biodiversity.org.au/instance/apni/509957,"Nees von Esenbeck, C.G.D. (1832-08-15)",,,,type: <i>Andrographis paniculata </i>(Burman f.) Nees,Plantae,Acanthaceae,Andrographis,,,,Genus,120,gen.,,,,,2008-02-15 16:07:14+11,2008-02-15 16:07:14+11,ICN,APNI,accepted,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/89054
https://id.biodiversity.org.au/name/apni/93577,scientific,Anisostachya tenella (Nees) Lindau,"<scientific><name data-id='93577'><scientific><name data-id='93573'><element>Anisostachya</element></name></scientific> <element>tenella</element> <authors>(<base data-id='6893' title='Nees von Esenbeck, C.G.D.'>Nees</base>) <author data-id='7154' title='Lindau, G.'>Lindau</author></authors></name></scientific>",Anisostachya tenella,<scientific><name data-id='93577'><scientific><name data-id='93573'><element>Anisostachya</element></name></scientific> <element>tenella</element></name></scientific>,tenella,,(Nees) Lindau,f,f,f,f,t,f,f,"Lindau, G. in Engler, H.G.A. & Prantl, K.A.E. (ed.) (12 March 1895), Acanthaceae. Die Naturlichen Pflanzenfamilien IV, 3b(115-116) [329]",https://id.biodiversity.org.au/reference/apni/36064,1895,comb. nov.,https://id.biodiversity.org.au/instance/apni/516605,"Lindau, G. (1895-03-12)",Rostellularia tenella Nees,https://id.biodiversity.org.au/instance/apni/685801,1847,,Plantae,Acanthaceae,Anisostachya,tenella,,,Species,190,sp.,,,,,2011-03-31 18:00:55+11,2011-03-31 18:00:55+11,ICN,APNI,included,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/93577
https://id.biodiversity.org.au/name/apni/93573,scientific,Anisostachya Nees,"<scientific><name data-id='93573'><element>Anisostachya</element> <authors><author data-id='6893' title='Nees von Esenbeck, C.G.D.'>Nees</author></authors></name></scientific>",Anisostachya,<scientific><name data-id='93573'><element>Anisostachya</element></name></scientific>,Anisostachya,,Nees,f,f,f,f,t,f,f,"Nees von Esenbeck, C.G.D. in Candolle, A.L.P.P. de (ed.) (25 November 1847), Acanthaceae. Prodromus Systematis Naturalis Regni Vegetabilis 11 [368, 730]",https://id.biodiversity.org.au/reference/apni/26656,1847,tax. nov.,https://id.biodiversity.org.au/instance/apni/516598,"Nees von Esenbeck, C.G.D. (1847-11-25)",,,,type: <i>Anisostachya bojeri </i>Nees,Plantae,Acanthaceae,Anisostachya,,,,Genus,120,gen.,,,,,2011-03-31 17:01:09+11,2011-03-31 17:01:09+11,ICN,APNI,included,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/93573
https://id.biodiversity.org.au/name/apni/97752,autonym,Aporuellia acaulis (R.Br.) Domin var. acaulis,"<scientific><name data-id='97752'><scientific><name data-id='97746'><scientific><name data-id='97735'><element>Aporuellia</element></name></scientific> <element>acaulis</element> <authors>(<base data-id='1441' title='Brown, R.'>R.Br.</base>) <author data-id='6860' title='Domin, K.'>Domin</author></authors></name></scientific> <rank data-id='54412'>var.</rank> <element>acaulis</element></name></scientific>",Aporuellia acaulis var. acaulis,<scientific><name data-id='97752'><scientific><name data-id='97746'><scientific><name data-id='97735'><element>Aporuellia</element></name></scientific> <element>acaulis</element></name></scientific> <rank data-id='54412'>var.</rank> <element>acaulis</element></name></scientific>,acaulis,,,t,f,f,f,t,f,f,"Domin, K. (1929), Beitrage zur Flora und Pflanzengeographie Australiens. Bibliotheca Botanica 22(89) [1157]",https://id.biodiversity.org.au/reference/apni/29249,1929,autonym,https://id.biodiversity.org.au/instance/apni/523153,"Domin, K. (1929)",,,,Aporuellia acaulis (R.Br.) Domin,Plantae,Acanthaceae,Aporuellia,acaulis,acaulis,,Varietas,210,var.,,,,,2011-03-16 15:26:23+11,2022-06-14 07:54:19.848+10,ICN,APNI,included,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/97752
https://id.biodiversity.org.au/name/apni/97756,autonym,Aporuellia acaulis (R.Br.) Domin f. acaulis,"<scientific><name data-id='97756'><scientific><name data-id='97746'><scientific><name data-id='97735'><element>Aporuellia</element></name></scientific> <element>acaulis</element> <authors>(<base data-id='1441' title='Brown, R.'>R.Br.</base>) <author data-id='6860' title='Domin, K.'>Domin</author></authors></name></scientific> <rank data-id='54414'>f.</rank> <element>acaulis</element></name></scientific>",Aporuellia acaulis f. acaulis,<scientific><name data-id='97756'><scientific><name data-id='97746'><scientific><name data-id='97735'><element>Aporuellia</element></name></scientific> <element>acaulis</element></name></scientific> <rank data-id='54414'>f.</rank> <element>acaulis</element></name></scientific>,acaulis,,,t,f,f,f,t,f,f,"Domin, K. (1929), Beitrage zur Flora und Pflanzengeographie Australiens. Bibliotheca Botanica 22(89) [1157]",https://id.biodiversity.org.au/reference/apni/29249,1929,autonym,https://id.biodiversity.org.au/instance/apni/523158,"Domin, K. (1929)",,,,Aporuellia acaulis (R.Br.) Domin,Plantae,Acanthaceae,Aporuellia,acaulis,acaulis,,Forma,230,f.,,,,,2011-03-16 15:26:02+11,2022-06-14 07:54:08.467+10,ICN,APNI,included,APC,https://creativecommons.org/licenses/by/3.0/,https://id.biodiversity.org.au/name/apni/97756
